HG_224410	OG0224409: Ebro_g35013.t1
HG_226177	OG0226176: Ebro_g22708.t1
HG_83218	OG0083217: Ebro_g5939.t1 Ebro_g5939.t2 Ebro_g5940.t1
HG_227133	OG0227132: Ebro_g45525.t1
HG_224487	OG0224486: Ebro_g36700.t1
HG_224689	OG0224688: Ebro_g38813.t1
HG_227019	OG0227018: Ebro_g4365.t1
HG_224083	OG0224082: Ebro_g18372.t1
HG_224285	OG0224284: Ebro_g36619.t1
HG_225961	OG0225960: Ebro_g5258.t1
HG_225847	OG0225846: Ebro_g40967.t1
HG_83049	OG0083048: Ebro_g18891.t1 Ebro_g26969.t1 Ebro_g40595.t1
HG_225645	OG0225644: Ebro_g6809.t1
HG_225241	OG0225240: Ebro_g11861.t1
HG_225443	OG0225442: Ebro_g17974.t1
HG_225127	OG0225126: Ebro_g18805.t1
HG_225329	OG0225328: Ebro_g8027.t1
HG_226803	OG0226802: Ebro_g41189.t1
HG_226601	OG0226600: Ebro_g37370.t1
HG_83113	OG0083112: Ebro_g8345.t2 Ebro_g8447.t1 Ebro_g8448.t1
HG_224911	OG0224910: Ebro_g9296.t1
HG_83080	OG0083079: Ebro_g20123.t1 Ebro_g2024.t1 Ebro_g2028.t1
HG_66931	OG0066930: Ebro_g1793.t1 Ebro_g26404.t1 Ebro_g2883.t1 Ebro_g38823.t1
HG_28574	OG0028573: Ebro_g12302.t1 Ebro_g18290.t1 Ebro_g24066.t1 Ebro_g27188.t1 Ebro_g2818.t1 Ebro_g3368.t1 Ebro_g34638.t1 Ebro_g424.t1 Ebro_g425.t1 Ebro_g45829.t1 Ebro_g46578.t1
HG_113653	OG0113652: Ebro_g33605.t1 Ebro_g46733.t1
HG_113539	OG0113538: Ebro_g40448.t2 Ebro_g40448.t3
HG_226188	OG0226187: Ebro_g17410.t1
HG_31034	OG0031033: Ebro_g16181.t1 Ebro_g24603.t1 Ebro_g27774.t1 Ebro_g2871.t1 Ebro_g29847.t1 Ebro_g32555.t1 Ebro_g4131.t1 Ebro_g43369.t2 Ebro_g44706.t1 Ebro_g8381.t1
HG_224498	OG0224497: Ebro_g6052.t1
HG_227144	OG0227143: Ebro_g14110.t1
HG_224296	OG0224295: Ebro_g41127.t1
HG_225770	OG0225769: Ebro_g18483.t1
HG_225972	OG0225971: Ebro_g45245.t1
HG_224094	OG0224093: Ebro_g30299.t1
HG_225656	OG0225655: Ebro_g33288.t1
HG_225858	OG0225857: Ebro_g3678.t1
HG_225454	OG0225453: Ebro_g26967.t1
HG_225050	OG0225049: Ebro_g6589.t1
HG_225252	OG0225251: Ebro_g1211.t1
HG_226814	OG0226813: Ebro_g14451.t1
HG_225138	OG0225137: Ebro_g34853.t1
HG_226612	OG0226611: Ebro_g795.t1
HG_226410	OG0226409: Ebro_g35425.t1
HG_15732	OG0015731: Ebro_g1520.t1 Ebro_g15304.t1 Ebro_g17173.t1 Ebro_g21126.t1 Ebro_g21127.t1 Ebro_g2477.t1 Ebro_g2516.t1 Ebro_g2532.t1 Ebro_g26926.t1 Ebro_g28733.t1 Ebro_g37337.t1 Ebro_g37422.t1 Ebro_g41935.t1 Ebro_g41936.t1 Ebro_g41937.t1 Ebro_g41939.t1 Ebro_g41940.t1 Ebro_g41941.t1 Ebro_g41943.t1 Ebro_g42837.t1 Ebro_g42876.t1 Ebro_g42877.t1 Ebro_g45882.t1 Ebro_g46265.t1 Ebro_g7312.t1
HG_224922	OG0224921: Ebro_g26722.t1
HG_55752	OG0055751: Ebro_g15900.t1 Ebro_g38966.t1 Ebro_g40451.t1 Ebro_g41456.t1 Ebro_g9615.t1
HG_224808	OG0224807: Ebro_g12918.t1
HG_224720	OG0224719: Ebro_g20839.t1
HG_224606	OG0224605: Ebro_g13818.t1
HG_224202	OG0224201: Ebro_g32823.t2
HG_224404	OG0224403: Ebro_g36623.t1
HG_113980	OG0113979: Ebro_g15737.t2 Ebro_g9753.t1
HG_113866	OG0113865: Ebro_g38846.t1 Ebro_g38846.t2
HG_113664	OG0113663: Ebro_g12919.t1 Ebro_g14849.t1
HG_226199	OG0226198: Ebro_g46241.t1
HG_227155	OG0227154: Ebro_g15478.t1
HG_48060	OG0048059: Ebro_g16091.t1 Ebro_g16399.t1 Ebro_g18161.t1 Ebro_g22670.t1 Ebro_g29183.t1 Ebro_g29220.t1
HG_225781	OG0225780: Ebro_g11525.t1
HG_225983	OG0225982: Ebro_g27203.t1
HG_225465	OG0225464: Ebro_g11789.t1
HG_225667	OG0225666: Ebro_g8694.t1
HG_225869	OG0225868: Ebro_g5777.t1
HG_225061	OG0225060: Ebro_g39629.t1
HG_225263	OG0225262: Ebro_g34886.t1
HG_83167	OG0083166: Ebro_g16438.t2 Ebro_g39095.t1 Ebro_g46768.t1
HG_225149	OG0225148: Ebro_g45190.t1
HG_226623	OG0226622: Ebro_g29261.t1
HG_226825	OG0226824: Ebro_g37006.t1
HG_226421	OG0226420: Ebro_g32835.t1
HG_226509	OG0226508: Ebro_g26133.t1
HG_226105	OG0226104: Ebro_g26936.t1
HG_226307	OG0226306: Ebro_g29748.t1
HG_224731	OG0224730: Ebro_g26644.t1
HG_224933	OG0224932: Ebro_g647.t1
HG_83231	OG0083230: Ebro_g18408.t1 Ebro_g18409.t1 Ebro_g18410.t1
HG_224617	OG0224616: Ebro_g39350.t2
HG_224819	OG0224818: Ebro_g3782.t1
HG_224213	OG0224212: Ebro_g25003.t1
HG_224415	OG0224414: Ebro_g20380.t1
HG_83062	OG0083061: Ebro_g11718.t1 Ebro_g11718.t2 Ebro_g1542.t1
HG_66985	OG0066984: Ebro_g42736.t1 Ebro_g42753.t1 Ebro_g42757.t1 Ebro_g6516.t1
HG_66880	OG0066879: Ebro_g2199.t1 Ebro_g27207.t1 Ebro_g34494.t2 Ebro_g503.t1
HG_113877	OG0113876: Ebro_g1369.t1 Ebro_g28655.t1
HG_113675	OG0113674: Ebro_g3435.t1 Ebro_g36533.t1
HG_31016	OG0031015: Ebro_g15303.t1 Ebro_g19836.t1 Ebro_g19837.t1 Ebro_g25343.t1 Ebro_g25343.t2 Ebro_g291.t1 Ebro_g29190.t1 Ebro_g33019.t1 Ebro_g40157.t1 Ebro_g40157.t3
HG_19547	OG0019546: Ebro_g13245.t1 Ebro_g14580.t1 Ebro_g15282.t1 Ebro_g15283.t1 Ebro_g16505.t1 Ebro_g17851.t1 Ebro_g18933.t1 Ebro_g27160.t1 Ebro_g28129.t1 Ebro_g34295.t1 Ebro_g34466.t1 Ebro_g35385.t1 Ebro_g37062.t1 Ebro_g38527.t1 Ebro_g44485.t1 Ebro_g4940.t1 Ebro_g5653.t1 Ebro_g91.t1
HG_227166	OG0227165: Ebro_g1949.t1
HG_225994	OG0225993: Ebro_g42795.t1
HG_225590	OG0225589: Ebro_g16641.t1
HG_225792	OG0225791: Ebro_g22129.t1
HG_225274	OG0225273: Ebro_g31285.t1
HG_225476	OG0225475: Ebro_g28319.t1
HG_225678	OG0225677: Ebro_g24610.t1
HG_22417	OG0022416: Ebro_g11996.t1 Ebro_g15882.t1 Ebro_g19897.t1 Ebro_g24640.t1 Ebro_g29133.t1 Ebro_g30129.t1 Ebro_g30132.t1 Ebro_g30136.t2 Ebro_g3167.t1 Ebro_g39143.t1 Ebro_g39702.t1 Ebro_g42363.t1 Ebro_g44016.t1 Ebro_g6001.t1 Ebro_g7100.t1
HG_225072	OG0225071: Ebro_g23481.t1
HG_226950	OG0226949: Ebro_g40931.t1
HG_226634	OG0226633: Ebro_g30657.t1
HG_226836	OG0226835: Ebro_g9096.t1
HG_226432	OG0226431: Ebro_g28590.t1
HG_226230	OG0226229: Ebro_g7725.t1
HG_226318	OG0226317: Ebro_g27181.t1
HG_226116	OG0226115: Ebro_g16585.t1
HG_4542	OG0004541: Ebro_g10075.t1 Ebro_g11185.t1 Ebro_g11523.t1 Ebro_g11885.t1 Ebro_g12038.t2 Ebro_g12038.t3 Ebro_g12183.t1 Ebro_g12184.t1 Ebro_g12203.t1 Ebro_g12204.t1 Ebro_g12229.t1 Ebro_g12230.t1 Ebro_g12609.t1 Ebro_g12831.t1 Ebro_g13582.t1 Ebro_g13648.t1 Ebro_g14765.t2 Ebro_g14822.t1 Ebro_g15077.t1 Ebro_g15087.t1 Ebro_g15278.t1 Ebro_g15779.t1 Ebro_g16111.t1 Ebro_g16236.t2 Ebro_g16237.t1 Ebro_g16238.t1 Ebro_g16386.t2 Ebro_g16386.t3 Ebro_g16895.t1 Ebro_g17193.t1 Ebro_g17229.t2 Ebro_g18123.t1 Ebro_g18125.t1 Ebro_g18128.t1 Ebro_g18164.t1 Ebro_g18273.t1 Ebro_g18373.t1 Ebro_g1848.t1 Ebro_g1848.t2 Ebro_g1849.t1 Ebro_g19013.t1 Ebro_g19547.t2 Ebro_g19628.t1 Ebro_g20878.t1 Ebro_g20880.t1 Ebro_g21163.t1 Ebro_g21270.t1 Ebro_g21270.t2 Ebro_g21488.t1 Ebro_g21549.t1 Ebro_g2181.t1 Ebro_g2181.t2 Ebro_g21848.t1 Ebro_g22054.t1 Ebro_g22254.t1 Ebro_g22539.t1 Ebro_g23096.t1 Ebro_g23660.t1 Ebro_g24572.t1 Ebro_g24799.t1 Ebro_g24800.t1 Ebro_g24801.t1 Ebro_g25108.t1 Ebro_g25176.t1 Ebro_g25177.t1 Ebro_g25178.t1 Ebro_g25350.t1 Ebro_g25637.t1 Ebro_g25944.t1 Ebro_g26300.t1 Ebro_g26461.t1 Ebro_g26462.t1 Ebro_g27273.t1 Ebro_g27365.t1 Ebro_g27367.t1 Ebro_g27428.t1 Ebro_g27734.t1 Ebro_g27735.t1 Ebro_g27997.t1 Ebro_g27998.t1 Ebro_g28026.t1 Ebro_g28112.t1 Ebro_g28113.t1 Ebro_g28114.t1 Ebro_g28115.t1 Ebro_g28549.t1 Ebro_g28995.t2 Ebro_g29640.t1 Ebro_g2991.t2 Ebro_g31025.t1 Ebro_g31168.t1 Ebro_g31334.t1 Ebro_g31335.t1 Ebro_g31352.t1 Ebro_g31355.t1 Ebro_g31428.t1 Ebro_g31429.t1 Ebro_g31708.t1 Ebro_g32140.t1 Ebro_g32287.t1 Ebro_g32772.t1 Ebro_g33075.t1 Ebro_g33666.t1 Ebro_g33732.t1 Ebro_g34170.t1 Ebro_g34177.t1 Ebro_g34199.t1 Ebro_g35164.t1 Ebro_g3528.t1 Ebro_g35696.t1 Ebro_g35715.t1 Ebro_g35905.t1 Ebro_g35905.t2 Ebro_g3624.t1 Ebro_g36302.t1 Ebro_g3633.t1 Ebro_g3634.t1 Ebro_g36481.t1 Ebro_g36554.t1 Ebro_g36587.t1 Ebro_g36770.t1 Ebro_g36797.t1 Ebro_g36993.t1 Ebro_g37109.t1 Ebro_g37109.t2 Ebro_g37203.t1 Ebro_g37253.t2 Ebro_g37957.t1 Ebro_g38.t1 Ebro_g38026.t1 Ebro_g38027.t1 Ebro_g38142.t1 Ebro_g38497.t1 Ebro_g39.t1 Ebro_g39343.t1 Ebro_g39450.t1 Ebro_g39721.t1 Ebro_g39774.t1 Ebro_g40231.t1 Ebro_g4083.t1 Ebro_g4084.t2 Ebro_g41050.t1 Ebro_g41125.t1 Ebro_g41126.t2 Ebro_g41248.t1 Ebro_g41742.t1 Ebro_g41743.t1 Ebro_g41819.t1 Ebro_g4322.t1 Ebro_g43312.t1 Ebro_g43963.t1 Ebro_g44053.t1 Ebro_g44231.t1 Ebro_g44527.t1 Ebro_g44968.t1 Ebro_g45168.t1 Ebro_g45258.t1 Ebro_g45259.t2 Ebro_g45260.t1 Ebro_g4582.t1 Ebro_g4583.t1 Ebro_g4584.t1 Ebro_g46567.t1 Ebro_g46739.t1 Ebro_g496.t1 Ebro_g515.t1 Ebro_g5402.t1 Ebro_g5472.t1 Ebro_g5473.t1 Ebro_g5667.t1 Ebro_g5668.t1 Ebro_g6026.t1 Ebro_g6063.t1 Ebro_g6206.t1 Ebro_g7092.t1 Ebro_g7514.t2 Ebro_g8024.t1 Ebro_g8068.t1 Ebro_g8069.t2 Ebro_g8892.t1 Ebro_g9475.t1 Ebro_g9475.t2 Ebro_g9477.t1 Ebro_g9478.t1 Ebro_g9738.t1 Ebro_g9914.t1
HG_224540	OG0224539: Ebro_g25208.t1
HG_224742	OG0224741: Ebro_g35358.t1
HG_55734	OG0055733: Ebro_g30293.t1 Ebro_g35528.t1 Ebro_g36218.t1 Ebro_g44503.t1 Ebro_g45749.t1
HG_224944	OG0224943: Ebro_g12345.t1
HG_224426	OG0224425: Ebro_g37972.t1
HG_224628	OG0224627: Ebro_g45069.t1
HG_224224	OG0224223: Ebro_g37291.t1
HG_225900	OG0225899: Ebro_g2857.t1
HG_113888	OG0113887: Ebro_g1958.t1 Ebro_g1982.t1
HG_113686	OG0113685: Ebro_g36263.t1 Ebro_g36263.t2
HG_12254	OG0012253: Ebro_g13476.t1 Ebro_g13829.t2 Ebro_g14673.t2 Ebro_g14903.t2 Ebro_g15891.t3 Ebro_g16000.t1 Ebro_g16468.t1 Ebro_g18085.t1 Ebro_g21116.t1 Ebro_g23211.t1 Ebro_g23372.t1 Ebro_g25336.t1 Ebro_g26451.t2 Ebro_g28963.t1 Ebro_g28964.t1 Ebro_g29310.t1 Ebro_g29386.t1 Ebro_g3101.t1 Ebro_g33231.t1 Ebro_g34388.t1 Ebro_g34425.t1 Ebro_g35300.t1 Ebro_g35873.t1 Ebro_g36995.t1 Ebro_g37021.t1 Ebro_g3718.t1 Ebro_g38516.t1 Ebro_g39178.t2 Ebro_g39853.t1 Ebro_g40874.t2 Ebro_g41143.t2 Ebro_g41144.t1 Ebro_g42850.t1 Ebro_g43280.t1 Ebro_g6117.t1 Ebro_g6555.t1 Ebro_g7550.t1 Ebro_g7790.t1 Ebro_g9156.t1 Ebro_g9455.t2
HG_227177	OG0227176: Ebro_g37283.t1
HG_42418	OG0042417: Ebro_g37411.t1 Ebro_g38241.t1 Ebro_g39426.t1 Ebro_g42380.t1 Ebro_g42503.t1 Ebro_g6102.t1 Ebro_g7679.t1
HG_225285	OG0225284: Ebro_g21554.t1
HG_225487	OG0225486: Ebro_g4426.t1
HG_225689	OG0225688: Ebro_g22621.t1
HG_225083	OG0225082: Ebro_g518.t1
HG_226961	OG0226960: Ebro_g14115.t1
HG_83149	OG0083148: Ebro_g16635.t1 Ebro_g34719.t1 Ebro_g9118.t1
HG_226443	OG0226442: Ebro_g17912.t1
HG_226645	OG0226644: Ebro_g30998.t1
HG_226847	OG0226846: Ebro_g23140.t1
HG_226241	OG0226240: Ebro_g42620.t1
HG_83285	OG0083284: Ebro_g11467.t1 Ebro_g16456.t1 Ebro_g20110.t1
HG_226329	OG0226328: Ebro_g37820.t1
HG_42385	OG0042384: Ebro_g13264.t1 Ebro_g13822.t1 Ebro_g202.t1 Ebro_g26771.t1 Ebro_g31518.t1 Ebro_g39396.t1 Ebro_g6402.t1
HG_226127	OG0226126: Ebro_g2747.t1
HG_83213	OG0083212: Ebro_g1567.t1 Ebro_g29410.t1 Ebro_g29411.t1
HG_224551	OG0224550: Ebro_g3679.t1
HG_224753	OG0224752: Ebro_g16217.t2
HG_224955	OG0224954: Ebro_g29409.t1
HG_224437	OG0224436: Ebro_g32208.t1
HG_224639	OG0224638: Ebro_g14547.t1
HG_224235	OG0224234: Ebro_g43231.t1
HG_225911	OG0225910: Ebro_g14683.t1
HG_66967	OG0066966: Ebro_g13896.t1 Ebro_g22737.t1 Ebro_g39048.t1 Ebro_g45698.t1
HG_113697	OG0113696: Ebro_g16521.t2 Ebro_g25302.t2
HG_113899	OG0113898: Ebro_g22747.t2 Ebro_g3299.t1
HG_113495	OG0113494: Ebro_g41481.t1 Ebro_g9497.t1
HG_227188	OG0227187: Ebro_g32850.t2
HG_23656	OG0023655: Ebro_g13182.t1 Ebro_g13188.t2 Ebro_g16944.t1 Ebro_g17202.t1 Ebro_g20019.t1 Ebro_g22664.t1 Ebro_g26690.t1 Ebro_g27520.t2 Ebro_g33340.t1 Ebro_g38477.t1 Ebro_g41510.t1 Ebro_g43011.t1 Ebro_g8250.t1 Ebro_g9091.t1
HG_226972	OG0226971: Ebro_g16220.t1
HG_113603	OG0113602: Ebro_g32937.t1 Ebro_g32937.t3
HG_113805	OG0113804: Ebro_g12347.t1 Ebro_g26407.t1
HG_225094	OG0225093: Ebro_g10513.t1
HG_225296	OG0225295: Ebro_g3853.t1
HG_225498	OG0225497: Ebro_g44079.t1
HG_226858	OG0226857: Ebro_g21348.t1
HG_226770	OG0226769: Ebro_g29618.t1
HG_226656	OG0226655: Ebro_g7835.t1
HG_226252	OG0226251: Ebro_g44611.t1
HG_226454	OG0226453: Ebro_g18018.t1
HG_55788	OG0055787: Ebro_g13919.t1 Ebro_g1432.t1 Ebro_g23575.t1 Ebro_g30180.t1 Ebro_g43688.t1
HG_226050	OG0226049: Ebro_g37837.t1
HG_226138	OG0226137: Ebro_g11491.t1
HG_224966	OG0224965: Ebro_g10099.t1
HG_224360	OG0224359: Ebro_g10902.t1
HG_224562	OG0224561: Ebro_g16695.t1
HG_224764	OG0224763: Ebro_g43973.t1
HG_224246	OG0224245: Ebro_g6190.t1
HG_224448	OG0224447: Ebro_g33745.t1
HG_225720	OG0225719: Ebro_g18008.t1
HG_225922	OG0225921: Ebro_g38024.t1
HG_225404	OG0225403: Ebro_g20614.t1
HG_225606	OG0225605: Ebro_g14367.t1
HG_225808	OG0225807: Ebro_g2155.t1
HG_225000	OG0224999: Ebro_g29672.t1
HG_225202	OG0225201: Ebro_g28668.t1
HG_48096	OG0048095: Ebro_g13460.t1 Ebro_g20721.t1 Ebro_g23358.t1 Ebro_g24119.t1 Ebro_g43454.t1 Ebro_g6232.t1
HG_227199	OG0227198: Ebro_g41955.t2
HG_113930	OG0113929: Ebro_g33821.t1 Ebro_g33822.t1
HG_226983	OG0226982: Ebro_g2645.t1
HG_113614	OG0113613: Ebro_g10589.t1 Ebro_g10590.t2
HG_113816	OG0113815: Ebro_g3716.t1 Ebro_g42443.t1
HG_226781	OG0226780: Ebro_g15336.t1
HG_226869	OG0226868: Ebro_g31774.t1
HG_226263	OG0226262: Ebro_g43607.t1
HG_226465	OG0226464: Ebro_g43610.t1
HG_226667	OG0226666: Ebro_g23244.t1
HG_226149	OG0226148: Ebro_g13777.t1
HG_83267	OG0083266: Ebro_g22211.t2 Ebro_g45888.t1 Ebro_g5009.t1
HG_226061	OG0226060: Ebro_g20038.t1
HG_224977	OG0224976: Ebro_g7724.t1
HG_42367	OG0042366: Ebro_g13278.t1 Ebro_g1753.t1 Ebro_g18428.t1 Ebro_g2997.t1 Ebro_g30699.t2 Ebro_g32626.t1 Ebro_g8206.t1
HG_224775	OG0224774: Ebro_g40630.t1
HG_224371	OG0224370: Ebro_g5891.t1
HG_224573	OG0224572: Ebro_g2557.t1
HG_227105	OG0227104: Ebro_g16078.t1
HG_83098	OG0083097: Ebro_g16714.t1 Ebro_g3002.t1 Ebro_g42647.t1
HG_224257	OG0224256: Ebro_g30919.t1
HG_224459	OG0224458: Ebro_g25662.t1
HG_225933	OG0225932: Ebro_g22017.t1
HG_224055	OG0224054: Ebro_g32982.t1
HG_225731	OG0225730: Ebro_g31498.t1
HG_225617	OG0225616: Ebro_g29446.t1
HG_225819	OG0225818: Ebro_g33167.t1
HG_2711	OG0002710: Ebro_g10002.t1 Ebro_g10003.t1 Ebro_g10047.t1 Ebro_g10048.t1 Ebro_g10061.t1 Ebro_g10224.t1 Ebro_g10545.t1 Ebro_g11052.t1 Ebro_g11052.t2 Ebro_g112.t1 Ebro_g11948.t1 Ebro_g11949.t1 Ebro_g11950.t1 Ebro_g12007.t1 Ebro_g12008.t1 Ebro_g12009.t1 Ebro_g12212.t1 Ebro_g12307.t1 Ebro_g12348.t1 Ebro_g12349.t1 Ebro_g12350.t1 Ebro_g12357.t1 Ebro_g1240.t1 Ebro_g12576.t1 Ebro_g13405.t1 Ebro_g13587.t1 Ebro_g13626.t1 Ebro_g13683.t1 Ebro_g13683.t2 Ebro_g13683.t3 Ebro_g13778.t1 Ebro_g13779.t1 Ebro_g14398.t1 Ebro_g14403.t1 Ebro_g14496.t1 Ebro_g14709.t1 Ebro_g14996.t1 Ebro_g15008.t1 Ebro_g15009.t1 Ebro_g15062.t1 Ebro_g15063.t1 Ebro_g15430.t1 Ebro_g1560.t1 Ebro_g1607.t1 Ebro_g16401.t1 Ebro_g16407.t1 Ebro_g16599.t1 Ebro_g1707.t1 Ebro_g17346.t1 Ebro_g17347.t1 Ebro_g17348.t1 Ebro_g18206.t1 Ebro_g18266.t1 Ebro_g18929.t1 Ebro_g1898.t1 Ebro_g19019.t1 Ebro_g19620.t1 Ebro_g20125.t1 Ebro_g20197.t1 Ebro_g20241.t1 Ebro_g20269.t2 Ebro_g20270.t1 Ebro_g20485.t1 Ebro_g20633.t1 Ebro_g21502.t1 Ebro_g22699.t1 Ebro_g22743.t1 Ebro_g22858.t1 Ebro_g22865.t1 Ebro_g23210.t1 Ebro_g23583.t1 Ebro_g2381.t1 Ebro_g23881.t1 Ebro_g24160.t1 Ebro_g24509.t1 Ebro_g24916.t1 Ebro_g25408.t1 Ebro_g25409.t1 Ebro_g25431.t1 Ebro_g2548.t1 Ebro_g25777.t1 Ebro_g26224.t1 Ebro_g26376.t1 Ebro_g26377.t1 Ebro_g26742.t1 Ebro_g26910.t1 Ebro_g27362.t1 Ebro_g27496.t1 Ebro_g27877.t1 Ebro_g27984.t1 Ebro_g28273.t1 Ebro_g2837.t1 Ebro_g28399.t1 Ebro_g28400.t1 Ebro_g28542.t1 Ebro_g28542.t2 Ebro_g28543.t1 Ebro_g28577.t1 Ebro_g28578.t2 Ebro_g2863.t1 Ebro_g2865.t1 Ebro_g28772.t1 Ebro_g2894.t1 Ebro_g2985.t1 Ebro_g29920.t1 Ebro_g30363.t1 Ebro_g30791.t1 Ebro_g30941.t1 Ebro_g31284.t1 Ebro_g3153.t1 Ebro_g32187.t1 Ebro_g32188.t1 Ebro_g32189.t1 Ebro_g32327.t1 Ebro_g32328.t1 Ebro_g3252.t1 Ebro_g32711.t1 Ebro_g32736.t2 Ebro_g32812.t1 Ebro_g3283.t1 Ebro_g3286.t1 Ebro_g33309.t1 Ebro_g3347.t1 Ebro_g3347.t2 Ebro_g33602.t1 Ebro_g33614.t1 Ebro_g33861.t1 Ebro_g34005.t1 Ebro_g34270.t1 Ebro_g34679.t1 Ebro_g35056.t1 Ebro_g35151.t1 Ebro_g35421.t1 Ebro_g35556.t1 Ebro_g3559.t1 Ebro_g36201.t1 Ebro_g36272.t1 Ebro_g36408.t1 Ebro_g36564.t1 Ebro_g36565.t1 Ebro_g3688.t1 Ebro_g37130.t1 Ebro_g37208.t1 Ebro_g37374.t1 Ebro_g37375.t1 Ebro_g37412.t1 Ebro_g37473.t1 Ebro_g37474.t1 Ebro_g38094.t1 Ebro_g38099.t1 Ebro_g38718.t1 Ebro_g38719.t1 Ebro_g38726.t1 Ebro_g38772.t1 Ebro_g38908.t2 Ebro_g39404.t1 Ebro_g39421.t1 Ebro_g39616.t1 Ebro_g39638.t1 Ebro_g4010.t1 Ebro_g40245.t1 Ebro_g40288.t1 Ebro_g40420.t1 Ebro_g40809.t1 Ebro_g40837.t1 Ebro_g40838.t1 Ebro_g41271.t1 Ebro_g4128.t1 Ebro_g41448.t1 Ebro_g41518.t1 Ebro_g41519.t1 Ebro_g41894.t1 Ebro_g42046.t2 Ebro_g42047.t1 Ebro_g42291.t1 Ebro_g42636.t2 Ebro_g42637.t1 Ebro_g43121.t1 Ebro_g43173.t2 Ebro_g43625.t1 Ebro_g43881.t2 Ebro_g43976.t1 Ebro_g44353.t1 Ebro_g4442.t1 Ebro_g44484.t2 Ebro_g44505.t1 Ebro_g44551.t1 Ebro_g44552.t1 Ebro_g4470.t1 Ebro_g45228.t1 Ebro_g45235.t1 Ebro_g45716.t1 Ebro_g45741.t1 Ebro_g45742.t1 Ebro_g46082.t1 Ebro_g46249.t1 Ebro_g46250.t1 Ebro_g46250.t2 Ebro_g4645.t1 Ebro_g46524.t1 Ebro_g46778.t1 Ebro_g46779.t2 Ebro_g46779.t3 Ebro_g4781.t1 Ebro_g4782.t1 Ebro_g4982.t3 Ebro_g5164.t1 Ebro_g5718.t1 Ebro_g5889.t1 Ebro_g5975.t1 Ebro_g623.t1 Ebro_g6408.t1 Ebro_g644.t3 Ebro_g6447.t1 Ebro_g6780.t1 Ebro_g6781.t1 Ebro_g6922.t1 Ebro_g7193.t1 Ebro_g7197.t1 Ebro_g7198.t1 Ebro_g7199.t1 Ebro_g7245.t1 Ebro_g7251.t1 Ebro_g7343.t1 Ebro_g7357.t1 Ebro_g7358.t1 Ebro_g7916.t1 Ebro_g808.t1 Ebro_g809.t1 Ebro_g813.t1 Ebro_g8255.t1 Ebro_g8346.t1 Ebro_g8547.t1 Ebro_g8653.t1 Ebro_g8654.t1 Ebro_g8867.t1 Ebro_g8867.t2 Ebro_g8867.t3 Ebro_g8867.t4 Ebro_g8868.t1 Ebro_g8886.t1 Ebro_g8889.t1 Ebro_g8943.t1 Ebro_g8944.t1 Ebro_g9140.t1 Ebro_g9141.t1 Ebro_g9198.t1 Ebro_g9240.t1 Ebro_g953.t1 Ebro_g9658.t1 Ebro_g9702.t1
HG_225415	OG0225414: Ebro_g36425.t2
HG_225011	OG0225010: Ebro_g44136.t1
HG_225213	OG0225212: Ebro_g26389.t1
HG_83162	OG0083161: Ebro_g9564.t1 Ebro_g9565.t2 Ebro_g9566.t1
HG_66949	OG0066948: Ebro_g17393.t1 Ebro_g17400.t1 Ebro_g42730.t1 Ebro_g42732.t1
HG_66980	OG0066979: Ebro_g11035.t2 Ebro_g3506.t1 Ebro_g3507.t1 Ebro_g3508.t1
HG_26655	OG0026654: Ebro_g15248.t1 Ebro_g18116.t1 Ebro_g26952.t1 Ebro_g36978.t1 Ebro_g3819.t1 Ebro_g38923.t1 Ebro_g39228.t1 Ebro_g42776.t1 Ebro_g43741.t1 Ebro_g44941.t1 Ebro_g45398.t2 Ebro_g8138.t1
HG_67009	OG0067008: Ebro_g15725.t1 Ebro_g19713.t1 Ebro_g21811.t1 Ebro_g9870.t1
HG_18767	OG0018766: Ebro_g1399.t2 Ebro_g17370.t1 Ebro_g18091.t1 Ebro_g2143.t1 Ebro_g26063.t1 Ebro_g27144.t1 Ebro_g31469.t1 Ebro_g32213.t1 Ebro_g34422.t1 Ebro_g36214.t1 Ebro_g36243.t1 Ebro_g39452.t1 Ebro_g39452.t2 Ebro_g4215.t1 Ebro_g42217.t1 Ebro_g44982.t1 Ebro_g45037.t1 Ebro_g46094.t1 Ebro_g5244.t3
HG_113941	OG0113940: Ebro_g45851.t1 Ebro_g45851.t2
HG_113827	OG0113826: Ebro_g2283.t1 Ebro_g2283.t2
HG_226792	OG0226791: Ebro_g32295.t1
HG_226994	OG0226993: Ebro_g28598.t1
HG_113625	OG0113624: Ebro_g23300.t2 Ebro_g37945.t1
HG_226590	OG0226589: Ebro_g46380.t2
HG_226678	OG0226677: Ebro_g15583.t1
HG_226072	OG0226071: Ebro_g29008.t1
HG_226274	OG0226273: Ebro_g34159.t1
HG_226476	OG0226475: Ebro_g39161.t1
HG_224786	OG0224785: Ebro_g2615.t2
HG_224988	OG0224987: Ebro_g42242.t1
HG_19542	OG0019541: Ebro_g10491.t1 Ebro_g12726.t1 Ebro_g16978.t1 Ebro_g17658.t1 Ebro_g18258.t1 Ebro_g35167.t1 Ebro_g35504.t1 Ebro_g38997.t1 Ebro_g39021.t1 Ebro_g40339.t1 Ebro_g42505.t1 Ebro_g42734.t1 Ebro_g43520.t1 Ebro_g44744.t1 Ebro_g5963.t1 Ebro_g7160.t1 Ebro_g899.t1 Ebro_g9080.t1
